episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions,stationary_steps,congestion_ratio,scenario_id,algorithm,num_obstacles,num_exits,num_agents,trajectory
1,agent_0,94.14191281001523,1,13,2.3381927,0.8,0.3421445972103247,6,2,0.15384615384615385,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, 0.15000000596046448], [0.0, 0.27000001072883606], [0.0, 0.3659999966621399], [0.0, 0.44279998540878296], [0.0, 0.5042399764060974], [0.0, 0.5533919930458069], [0.0, 0.5927135944366455], [2.317698614546996e-39, 0.6241708993911743], [3.3179490155078243e-28, 0.6493366956710815], [5.338611431144175e-17, 0.6690963506698608], [1.5030301493430126e-14, -1.0], [1.0457948187449738e-14, -1.0], [-1.091843697159818e-13, -1.0]]"
1,agent_1,97.78994385220726,1,13,3.6100001,0.8,0.22160664000341315,6,3,0.23076923076923078,2,ppo,34,0,6,"[[0.0, 0.0], [-1.0, -0.0], [-1.0, -0.0], [-0.949999988079071, -3.992954209218763e-23], [-0.9100000262260437, -3.194363493592755e-23], [-0.878000020980835, -2.555490763319768e-23], [-0.852400004863739, -2.0443925159925058e-23], [-0.8319097757339478, -3.482107261421468e-20], [1.0, -4.633098697309204e-15], [1.0, -7.034579827826758e-15], [1.0, -6.0459454181646406e-15], [0.800000011920929, 0.15000000596046448], [0.6399999856948853, 0.27000001072883606], [0.5120000243186951, 0.3659999966621399]]"
1,agent_2,97.68786710865572,1,13,3.8118896,0.8,0.20986966407275756,2,3,0.23076923076923078,2,ppo,34,0,6,"[[0.0, 0.0], [1.0, -0.0], [1.0, -0.0], [0.949999988079071, -3.992954209218763e-23], [0.9100000262260437, -3.194363493592755e-23], [0.878000020980835, -2.555490763319768e-23], [0.852400004863739, -2.0443925159925058e-23], [0.8319097757339478, -3.482107261421468e-20], [-1.0, -4.633098697309204e-15], [-0.9999999403953552, 0.00042090201168321073], [-0.9999989867210388, 0.001413237303495407], [-0.7999991774559021, 0.1511305868625641], [-0.48999935388565063, 0.12090447545051575], [-0.24199949204921722, 0.09672357887029648]]"
1,agent_3,94.14191281001523,1,13,2.3381927,0.8,0.3421445972103247,6,2,0.15384615384615385,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, -0.15000000596046448], [0.0, -0.27000001072883606], [0.0, -0.3659999966621399], [1.8216880036222622e-44, -0.44279998540878296], [1.401298464324817e-44, -0.5042399764060974], [1.1210387714598537e-44, -0.5533919930458069], [9.80908925027372e-45, -0.5927135944366455], [2.3177056210393177e-39, -0.6241708993911743], [3.3179490155078243e-28, -0.6493366956710815], [5.338611431144175e-17, -0.6690963506698608], [1.5030301493430126e-14, 1.0], [1.044888408788117e-14, 1.0], [-1.0824337709795448e-13, 1.0]]"
1,agent_4,99.3313750210068,1,13,2.4920402,0.8,0.321022114210609,6,1,0.07692307692307693,2,ppo,34,0,6,"[[0.0, 0.0], [-0.9990646839141846, -0.043240372091531754], [-0.9990646839141846, -0.043240372091531754], [-0.7992517352104187, -0.18459229171276093], [-0.6394014358520508, -0.2976738512516022], [-0.5115211009979248, -0.2381390631198883], [-0.40921691060066223, -0.19051125645637512], [-0.32737353444099426, -0.15240900218486786], [-0.26189881563186646, -0.12192720174789429], [-0.20951905846595764, -0.24754177033901215], [-0.16761426627635956, -0.3480338156223297], [-0.13403138518333435, -0.42845913767814636], [-0.10721719264984131, -0.49277281761169434], [0.11157763749361038, -0.4119102656841278]]"
1,agent_5,99.26267914076969,1,13,3.4410784,0.8,0.23248525645764628,0,0,0.0,2,ppo,34,0,6,"[[0.0, 0.0], [0.9990646839141846, -0.043240372091531754], [0.999967098236084, -0.00811049435287714], [0.7999736666679382, -0.006488395389169455], [0.6399789452552795, -0.005190716590732336], [0.5119831562042236, -0.004152573179453611], [0.40958651900291443, -0.003322058590129018], [0.327669233083725, -0.002657646778970957], [0.26213538646698, -0.002126117469742894], [0.20970748364925385, -0.0017009120201691985], [-0.21588851511478424, -0.010832244530320168], [-0.9996300339698792, -0.02719927206635475], [-0.9296084642410278, -0.02980361320078373], [-0.5936867594718933, -0.023842891678214073]]"
2,agent_0,94.63077853483922,1,13,2.3381927,0.8,0.3421445972103247,6,2,0.15384615384615385,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, 0.15000000596046448], [0.0, 0.27000001072883606], [0.0, 0.3659999966621399], [0.0, 0.44279998540878296], [0.0, 0.5042399764060974], [0.0, 0.5533919930458069], [0.0, 0.5927135944366455], [2.317698614546996e-39, 0.6241708993911743], [3.3179490155078243e-28, 0.6493366956710815], [5.338611431144175e-17, 0.6690963506698608], [1.5030301493430126e-14, -1.0], [1.0457948187449738e-14, -1.0], [-1.091843697159818e-13, -1.0]]"
2,agent_1,97.78994385220726,1,13,3.6100001,0.8,0.22160664000341315,6,3,0.23076923076923078,2,ppo,34,0,6,"[[0.0, 0.0], [-1.0, -0.0], [-1.0, -0.0], [-0.949999988079071, -3.992954209218763e-23], [-0.9100000262260437, -3.194363493592755e-23], [-0.878000020980835, -2.555490763319768e-23], [-0.852400004863739, -2.0443925159925058e-23], [-0.8319097757339478, -3.482107261421468e-20], [1.0, -4.633098697309204e-15], [1.0, -7.034579827826758e-15], [1.0, -6.0459454181646406e-15], [0.800000011920929, 0.15000000596046448], [0.6399999856948853, 0.27000001072883606], [0.5120000243186951, 0.3659999966621399]]"
2,agent_2,98.15674150001539,1,13,3.8118896,0.8,0.20986966407275756,2,3,0.23076923076923078,2,ppo,34,0,6,"[[0.0, 0.0], [1.0, -0.0], [1.0, -0.0], [0.949999988079071, -3.992954209218763e-23], [0.9100000262260437, -3.194363493592755e-23], [0.878000020980835, -2.555490763319768e-23], [0.852400004863739, -2.0443925159925058e-23], [0.8319097757339478, -3.482107261421468e-20], [-1.0, -4.633098697309204e-15], [-0.9999999403953552, 0.00042090201168321073], [-0.9999989867210388, 0.001413237303495407], [-0.7999991774559021, 0.1511305868625641], [-0.48999935388565063, 0.12090447545051575], [-0.24199949204921722, 0.09672357887029648]]"
2,agent_3,94.63077853483922,1,13,2.3381927,0.8,0.3421445972103247,6,2,0.15384615384615385,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, -0.15000000596046448], [0.0, -0.27000001072883606], [0.0, -0.3659999966621399], [1.8216880036222622e-44, -0.44279998540878296], [1.401298464324817e-44, -0.5042399764060974], [1.1210387714598537e-44, -0.5533919930458069], [9.80908925027372e-45, -0.5927135944366455], [2.3177056210393177e-39, -0.6241708993911743], [3.3179490155078243e-28, -0.6493366956710815], [5.338611431144175e-17, -0.6690963506698608], [1.5030301493430126e-14, 1.0], [1.044888408788117e-14, 1.0], [-1.0824337709795448e-13, 1.0]]"
