episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions,stationary_steps,congestion_ratio,scenario_id,algorithm,num_obstacles,num_exits,num_agents,trajectory
1,agent_0,97.8,1,10,0.66909635,0.8,1.195642449998548,0,0,0.0,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, 0.15000000596046448], [0.0, 0.27000001072883606], [0.0, 0.3659999966621399], [0.0, 0.44279998540878296], [-0.0, 0.5042399764060974], [0.0, 0.5533919930458069], [0.0, 0.5927135944366455], [2.317698614546996e-39, 0.6241708993911743], [3.3179490155078243e-28, 0.6493366956710815], [5.338611431144175e-17, 0.6690963506698608]]"
1,agent_1,97.77477538659429,1,10,3.0664701,0.8,0.2608862835324826,2,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [-0.9990646839141846, 0.043240372091531754], [-0.9990646839141846, 0.043240372091531754], [-0.9492517709732056, 0.03459229692816734], [-0.9094014167785645, 0.027673836797475815], [-0.8775210976600647, 0.02213907055556774], [-0.8520169258117676, 0.017711255699396133], [-0.8316067457199097, 0.01416935957968235], [0.9969205856323242, 0.07841755449771881], [0.991847038269043, 0.1274341195821762], [0.9939332008361816, 0.10998518019914627]]"
1,agent_2,97.98254111347178,1,10,3.442273,0.8,0.23240458350738288,8,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [0.9990646839141846, 0.043240372091531754], [0.9990646839141846, 0.043240372091531754], [0.7992517352104187, 0.18459229171276093], [0.6394014358520508, 0.2976738512516022], [0.6615211367607117, 0.2381390631198883], [0.6792169213294983, 0.19051125645637512], [0.6933735013008118, 0.15240900218486786], [0.7046988010406494, 0.12192721664905548], [-0.9074158668518066, 0.4202337861061096], [-0.8204085826873779, 0.5717777013778687]]"
1,agent_3,97.8,1,10,0.66909635,0.8,1.195642449998548,0,0,0.0,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, -0.15000000596046448], [0.0, -0.27000001072883606], [0.0, -0.3659999966621399], [-1.8216880036222622e-44, -0.44279998540878296], [-1.5414283107572988e-44, -0.5042399764060974], [-1.1210387714598537e-44, -0.5533919930458069], [-9.80908925027372e-45, -0.5927135944366455], [2.31769020675621e-39, -0.6241708993911743], [3.3179490155078243e-28, -0.6493366956710815], [5.338611431144175e-17, -0.6690963506698608]]"
1,agent_4,97.80394843142072,1,10,3.0576208,0.8,0.26164134201238853,0,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [-0.9990646839141846, -0.043240372091531754], [-0.9999693036079407, -0.007834956049919128], [-0.9499754309654236, -0.006267964839935303], [-0.9099803566932678, -0.005014372058212757], [-0.8779842853546143, -0.004011497367173433], [-0.8523874282836914, -0.0032091981265693903], [-0.8319005370140076, -0.002567549468949437], [0.9995786547660828, -0.029025843366980553], [0.9989398717880249, -0.04603426158428192], [0.9991723299026489, -0.04067740589380264]]"
1,agent_5,98.85,1,10,2.0184646,0.8,0.39634086907548666,7,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [0.9990646839141846, -0.043240372091531754], [0.9990646839141846, -0.043240372091531754], [0.7992517352104187, -0.18459229171276093], [0.6394014358520508, -0.2976738512516022], [0.5115211009979248, -0.3881390690803528], [0.40921691060066223, -0.4605112671852112], [0.32737353444099426, -0.518409013748169], [0.26189881563186646, -0.5647271871566772], [0.20951905846595764, -0.6017817854881287], [0.16761523485183716, -0.6314253807067871]]"
2,agent_0,98.5343011191961,1,10,0.66909635,0.8,1.195642449998548,0,0,0.0,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, 0.15000000596046448], [0.0, 0.27000001072883606], [0.0, 0.3659999966621399], [0.0, 0.44279998540878296], [-0.0, 0.5042399764060974], [0.0, 0.5533919930458069], [0.0, 0.5927135944366455], [2.317698614546996e-39, 0.6241708993911743], [3.3179490155078243e-28, 0.6493366956710815], [5.338611431144175e-17, 0.6690963506698608]]"
2,agent_1,97.77477538659429,1,10,3.0664701,0.8,0.2608862835324826,2,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [-0.9990646839141846, 0.043240372091531754], [-0.9990646839141846, 0.043240372091531754], [-0.9492517709732056, 0.03459229692816734], [-0.9094014167785645, 0.027673836797475815], [-0.8775210976600647, 0.02213907055556774], [-0.8520169258117676, 0.017711255699396133], [-0.8316067457199097, 0.01416935957968235], [0.9969205856323242, 0.07841755449771881], [0.991847038269043, 0.1274341195821762], [0.9939332008361816, 0.10998518019914627]]"
2,agent_2,99.29792143170654,1,10,3.442273,0.8,0.23240458350738288,8,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [0.9990646839141846, 0.043240372091531754], [0.9990646839141846, 0.043240372091531754], [0.7992517352104187, 0.18459229171276093], [0.6394014358520508, 0.2976738512516022], [0.6615211367607117, 0.2381390631198883], [0.6792169213294983, 0.19051125645637512], [0.6933735013008118, 0.15240900218486786], [0.7046988010406494, 0.12192721664905548], [-0.9074158668518066, 0.4202337861061096], [-0.8204085826873779, 0.5717777013778687]]"
2,agent_3,98.5343011191961,1,10,0.66909635,0.8,1.195642449998548,0,0,0.0,2,ppo,34,0,6,"[[0.0, 0.0], [0.0, -0.15000000596046448], [0.0, -0.27000001072883606], [0.0, -0.3659999966621399], [-1.8216880036222622e-44, -0.44279998540878296], [-1.5414283107572988e-44, -0.5042399764060974], [-1.1210387714598537e-44, -0.5533919930458069], [-9.80908925027372e-45, -0.5927135944366455], [2.31769020675621e-39, -0.6241708993911743], [3.3179490155078243e-28, -0.6493366956710815], [5.338611431144175e-17, -0.6690963506698608]]"
2,agent_4,97.80394843142072,1,10,3.0576208,0.8,0.26164134201238853,0,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [-0.9990646839141846, -0.043240372091531754], [-0.9999693036079407, -0.007834956049919128], [-0.9499754309654236, -0.006267964839935303], [-0.9099803566932678, -0.005014372058212757], [-0.8779842853546143, -0.004011497367173433], [-0.8523874282836914, -0.0032091981265693903], [-0.8319005370140076, -0.002567549468949437], [0.9995786547660828, -0.029025843366980553], [0.9989398717880249, -0.04603426158428192], [0.9991723299026489, -0.04067740589380264]]"
2,agent_5,100.34592758436784,1,10,2.0184646,0.8,0.39634086907548666,7,1,0.1,2,ppo,34,0,6,"[[0.0, 0.0], [0.9990646839141846, -0.043240372091531754], [0.9990646839141846, -0.043240372091531754], [0.7992517352104187, -0.18459229171276093], [0.6394014358520508, -0.2976738512516022], [0.5115211009979248, -0.3881390690803528], [0.40921691060066223, -0.4605112671852112], [0.32737353444099426, -0.518409013748169], [0.26189881563186646, -0.5647271871566772], [0.20951905846595764, -0.6017817854881287], [0.16761523485183716, -0.6314253807067871]]"
