episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions_obstacle,collisions_agent,total_collisions,stationary_steps,congestion_ratio,discovery_steps,info_sharing_steps,communication_efficiency,group_success_rate,coordination_index,bottleneck_time,near_miss_events,safety_violations,risk_exposure_time,time_to_first_movement,exploration_time,exploration_ratio,waiting_time,scenario_id,algorithm,num_obstacles,num_exits,num_agents,initial_position,trajectory
1,agent_0,-0.06355378763241583,1,1,0.0,0.0035537876324158216,0.0,0,0,0,0,0.0,1,1,1.0,1.0,0.9997220448170739,0,0,0,0,1,0,0.0,0,5,ppo,2,0,6,"[0.7032537531276466, 0.7014291595854352]","[[0.7032537531276466, 0.7014291595854352]]"
1,agent_1,-14.249032930921652,1,14,0.9594754633011475,1.0756768085670738,1.1211092411536265,5,1,6,1,0.07142857142857142,3,1,0.21428571428571427,1.0,0.9997220448170739,0,0,6,0,1,2,0.14285714285714285,0,5,ppo,2,0,6,"[-0.23892883561577882, 0.17512550248822034]","[[-0.23892883561577882, 0.17512550248822034], [-0.23892883561577882, 0.17512550248822034], [-0.20892883561577882, 0.17512550248822034], [-0.1549288356157788, 0.17512550248822034], [-0.08172883561577879, 0.17512550248822034], [-0.02406175096157629, 0.20498214105095794], [0.047787476469628117, 0.2275634653878975], [0.1279016892378688, 0.24715353073757806], [0.22617985599433588, 0.2656305959533542], [0.3066171437061988, 0.3110812938085734], [0.37096697387568917, 0.3774418520927488], [0.45244683801128144, 0.4305302987200891], [0.5176307293197553, 0.5030010560219613], [0.5686202513968166, 0.5890247076437849]]"
1,agent_2,-2.1256936079015114,1,8,0.31408714506012503,0.39564499823496596,1.2596663201839364,0,0,0,1,0.125,6,1,0.75,1.0,0.9997220448170739,0,1,1,0,1,5,0.625,0,5,ppo,2,0,6,"[0.35154325803587905, 0.887384267237397]","[[0.35154325803587905, 0.887384267237397], [0.35154325803587905, 0.887384267237397], [0.35154325803587905, 0.857384267237397], [0.3815432580358791, 0.833384267237397], [0.43554325803587907, 0.814184267237397], [0.4787432580358791, 0.768824267237397], [0.5433032580358791, 0.7325362672373971], [0.5949512580358791, 0.7335058672373971]]"
1,agent_3,-17.01295745792195,1,17,1.269052563867341,1.3351664186782246,1.052097018431929,0,2,2,1,0.058823529411764705,15,1,0.8823529411764706,1.0,0.9997220448170739,0,3,5,0,1,14,0.8235294117647058,0,5,ppo,2,0,6,"[-0.6132309548784722, 0.9410266058239474]","[[-0.6132309548784722, 0.9410266058239474], [-0.6132309548784722, 0.9410266058239474], [-0.5832309548784722, 0.9410266058239474], [-0.5292309548784722, 0.9410266058239474], [-0.4560309548784721, 0.9410266058239474], [-0.3674709548784721, 0.9410266058239474], [-0.26747095487847206, 0.9410266058239474], [-0.16747095487847205, 0.9410266058239474], [-0.06747095487847204, 0.9410266058239474], [0.03252904512152796, 0.9410266058239474], [0.13252904512152797, 0.9410266058239474], [0.23252904512152797, 0.9410266058239474], [0.312529045121528, 0.9110266058239473], [0.40652904512152804, 0.8870266058239473], [0.4817290451215281, 0.8378266058239473], [0.5718890451215282, 0.7984666058239472], [0.6140170451215282, 0.7669786058239473]]"
1,agent_4,-19.58801180410237,1,19,1.5457600000000005,1.6917037521625926,1.0944155316236621,0,0,0,1,0.05263157894736842,18,1,0.9473684210526315,1.0,0.9997220448170739,0,3,3,0,1,17,0.8947368421052632,0,5,ppo,2,0,6,"[0.6866781559121182, -0.9916512978599026]","[[0.6866781559121182, -0.9916512978599026], [0.6866781559121182, -0.9916512978599026], [0.6866781559121182, -0.9616512978599026], [0.6866781559121182, -0.9076512978599025], [0.6866781559121182, -0.8344512978599025], [0.6866781559121182, -0.7458912978599024], [0.6866781559121182, -0.6458912978599024], [0.6866781559121182, -0.5458912978599024], [0.6866781559121182, -0.44589129785990245], [0.6866781559121182, -0.34589129785990247], [0.6866781559121182, -0.24589129785990246], [0.6866781559121182, -0.14589129785990246], [0.6866781559121182, -0.04589129785990245], [0.6866781559121182, 0.05410870214009755], [0.6866781559121182, 0.15410870214009756], [0.6866781559121182, 0.25410870214009756], [0.6866781559121182, 0.3541087021400976], [0.6866781559121182, 0.4541087021400976], [0.6866781559121182, 0.5541087021400976]]"
1,agent_5,-3.9619976998072115,1,9,0.5282155001382547,0.6839032113151301,1.294742791788817,0,0,0,1,0.1111111111111111,8,1,0.8888888888888888,1.0,0.9997220448170739,0,1,1,0,1,7,0.7777777777777778,0,5,ppo,2,0,6,"[0.029397414330391225, 0.5657771459833216]","[[0.029397414330391225, 0.5657771459833216], [0.029397414330391225, 0.5657771459833216], [0.05939741433039123, 0.5657771459833216], [0.11339741433039124, 0.5657771459833216], [0.18659741433039126, 0.5657771459833216], [0.2751574143303913, 0.5657771459833216], [0.3751574143303913, 0.5657771459833216], [0.4551574143303913, 0.5957771459833217], [0.5491574143303913, 0.6197771459833217]]"
2,agent_0,-16.427021218074362,1,19,1.4609130443953424,1.4985330250387578,1.0257510060490875,1,6,7,1,0.05263157894736842,8,1,0.42105263157894735,1.0,0.9992705154164906,0,3,10,0,1,7,0.3684210526315789,0,5,ppo,2,0,6,"[0.369218255731915, -0.7615692473471019]","[[0.369218255731915, -0.7615692473471019], [0.369218255731915, -0.7615692473471019], [0.369218255731915, -0.7315692473471018], [0.369218255731915, -0.6775692473471018], [0.369218255731915, -0.6043692473471017], [0.369218255731915, -0.5158092473471017], [0.369218255731915, -0.4158092473471017], [0.369218255731915, -0.3158092473471017], [0.369218255731915, -0.2158092473471017], [0.369218255731915, -0.11580924734710168], [0.36944662132157896, -0.01580950810165435], [0.3696127054726877, 0.0841903539785243], [0.36973349397926425, 0.1841902810291811], [0.39983012478452545, 0.26419022266970654], [0.42390742942873444, 0.3581901759821269], [0.4731692731441016, 0.43339013863206316], [0.5425787481163954, 0.4935501087520122], [0.5981063280942304, 0.5716780848479714], [0.6425283920764984, 0.6041804657247388]]"
2,agent_1,-12.309761523335226,1,15,1.1087533758395145,1.1776321716383644,1.0621227382930825,2,3,5,1,0.06666666666666667,6,1,0.4,1.0,0.9992705154164906,0,0,5,0,1,5,0.3333333333333333,0,5,ppo,2,0,6,"[-0.4185419841533118, 0.3316504902079238]","[[-0.4185419841533118, 0.3316504902079238], [-0.4185419841533118, 0.3316504902079238], [-0.38854198415331176, 0.3316504902079238], [-0.33454198415331177, 0.3316504902079238], [-0.2613419841533118, 0.3316504902079238], [-0.17278198415331175, 0.3316504902079238], [-0.07278198415331175, 0.3316504902079238], [0.02721801584668826, 0.3316504902079238], [0.12721318746471239, 0.33263316669685844], [0.22718167472972461, 0.33514345631064607], [0.3071564645417344, 0.3671516880016762], [0.40113629639134224, 0.3927582733545003], [0.47632016187102855, 0.4432435416367596], [0.5364672542547776, 0.5136317562625671], [0.6145849281617768, 0.569942327963213]]"
2,agent_2,-3.5717351888325966,1,9,0.42640164695549176,0.5821556255537561,1.3652752744046557,0,1,1,1,0.1111111111111111,8,1,0.8888888888888888,1.0,0.9992705154164906,0,0,1,0,1,7,0.7777777777777778,0,5,ppo,2,0,6,"[0.2850548792519023, 0.29167939173826674]","[[0.2850548792519023, 0.29167939173826674], [0.2850548792519023, 0.29167939173826674], [0.2850548792519023, 0.32167939173826676], [0.31505487925190234, 0.3456793917382668], [0.36905487925190233, 0.3648793917382668], [0.41225487925190235, 0.4102393917382668], [0.47681487925190236, 0.4465273917382668], [0.5284628792519024, 0.5055577917382668], [0.5997812792519024, 0.5527821117382667]]"
2,agent_3,-12.658305044933392,1,16,1.2457600000000002,1.3848397124801466,1.1116424612125502,0,2,2,1,0.0625,15,1,0.9375,1.0,0.9992705154164906,0,2,4,0,1,14,0.875,0,5,ppo,2,0,6,"[0.7433843489699761, -0.6841599717975329]","[[0.7433843489699761, -0.6841599717975329], [0.7433843489699761, -0.6841599717975329], [0.7433843489699761, -0.6541599717975328], [0.7433843489699761, -0.6001599717975328], [0.7433843489699761, -0.5269599717975327], [0.7433843489699761, -0.4383999717975327], [0.7433843489699761, -0.3383999717975327], [0.7433843489699761, -0.23839997179753267], [0.7433843489699761, -0.13839997179753266], [0.7433843489699761, -0.038399971797532656], [0.7433843489699761, 0.06160002820246735], [0.7433843489699761, 0.16160002820246736], [0.7433843489699761, 0.26160002820246736], [0.7433843489699761, 0.3616000282024674], [0.7433843489699761, 0.46160002820246737], [0.7433843489699761, 0.5616000282024673]]"
