episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions_obstacle,collisions_agent,total_collisions,stationary_steps,congestion_ratio,discovery_steps,info_sharing_steps,communication_efficiency,group_success_rate,coordination_index,bottleneck_time,near_miss_events,safety_violations,risk_exposure_time,time_to_first_movement,exploration_time,exploration_ratio,waiting_time,scenario_id,algorithm,num_obstacles,num_exits,num_agents,initial_position,trajectory
1,agent_0,-4.943329286097702,1,15,1.0458710933364173,1.1603407521197342,1.1094491085112115,0,0,0,1,0.06666666666666667,15,15,1.0,1.0,1.0,0,1,1,0,1,0,0.0,0,1,ppo,0,0,2,"[0.19475174465272227, -0.18998242935360565]","[[0.19475174465272227, -0.18998242935360565], [0.19475174465272227, -0.18998242935360565], [0.19475174465272227, -0.15998242935360565], [0.19475174465272227, -0.10598242935360565], [0.19475174465272227, -0.03278242935360563], [0.22475174465272227, 0.025777570646394382], [0.24875174465272226, 0.10262557064639441], [0.2979517446527223, 0.16410397064639443], [0.3373117446527223, 0.24328669064639447], [0.3987997446527223, 0.3066328666463945], [0.4479901446527223, 0.38730980744639454], [0.5173424646527223, 0.4518513600863946], [0.5728243206527223, 0.5334846021983947], [0.6472098054527223, 0.5987911958879947], [0.7058294182771649, 0.6798081138268576]]"
1,agent_1,-0.21304598554920778,1,8,0.35208622242794757,0.4300918555306064,1.2215526428859973,0,0,0,1,0.125,8,8,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0,1,ppo,0,0,2,"[0.5687782317564225, 0.4373493442938876]","[[0.5687782317564225, 0.4373493442938876], [0.5687782317564225, 0.4373493442938876], [0.5687782317564225, 0.46734934429388764], [0.5687782317564225, 0.5213493442938877], [0.5987782317564225, 0.5645493442938877], [0.6527782317564226, 0.5991093442938877], [0.6959782317564226, 0.6567573442938878], [0.7605382317564227, 0.7028757442938878]]"
2,agent_0,-1.1299616047612437,1,10,0.6180802874578719,0.7307594167938891,1.1823050040949532,0,0,0,1,0.1,10,10,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0,1,ppo,0,0,2,"[0.09931270431599515, 0.5925231605697137]","[[0.09931270431599515, 0.5925231605697137], [0.09931270431599515, 0.5925231605697137], [0.12931270431599515, 0.5925231605697137], [0.18331270431599517, 0.5925231605697137], [0.25651270431599515, 0.5925231605697137], [0.3450727043159952, 0.5925231605697137], [0.4450727043159952, 0.5925231605697137], [0.5250727043159953, 0.6225231605697137], [0.6190727043159954, 0.6465231605697137], [0.6942727043159954, 0.6957231605697137]]"
2,agent_1,-13.633036034480941,1,22,1.7751470933670392,1.8142365425833973,1.0220204000910227,0,1,1,1,0.045454545454545456,22,22,1.0,1.0,1.0,0,0,1,0,1,0,0.0,0,1,ppo,0,0,2,"[-0.22980727361055608, -0.6936369075728386]","[[-0.22980727361055608, -0.6936369075728386], [-0.22980727361055608, -0.6936369075728386], [-0.22980727361055608, -0.6636369075728386], [-0.22980727361055608, -0.6096369075728385], [-0.22980727361055608, -0.5364369075728385], [-0.22980727361055608, -0.44787690757283843], [-0.19980727361055609, -0.3770289075728384], [-0.1758072736105561, -0.29035050757283837], [-0.12660727361055607, -0.22100778757283834], [-0.08724727361055606, -0.13553361157283833], [-0.02575927361055605, -0.06715427077283831], [0.05343112638944397, -0.012450798132838288], [0.11678344638944399, 0.06131197997916175], [0.16626397540569512, 0.14821236690736783], [0.23584839861869605, 0.21773267644993272], [0.29035892013555786, 0.3015694407240848], [0.3639673373490473, 0.3686388521434065], [0.4215284632590618, 0.45041119944964114], [0.49733918437775454, 0.5156241932734473], [0.5567237799512051, 0.5960820692619279], [0.6336548623863248, 0.6599695371673067], [0.7209684762904252, 0.7087171814899373]]"
3,agent_0,-3.382019209097557,1,13,0.9282155001382547,1.0768458289390241,1.1601248080630322,0,0,0,1,0.07692307692307693,13,13,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0,1,ppo,0,0,2,"[-0.26506291825643946, 0.6411355311642954]","[[-0.26506291825643946, 0.6411355311642954], [-0.26506291825643946, 0.6411355311642954], [-0.23506291825643946, 0.6411355311642954], [-0.18106291825643944, 0.6411355311642954], [-0.10786291825643943, 0.6411355311642954], [-0.0193029182564394, 0.6411355311642954], [0.0806970817435606, 0.6411355311642954], [0.1806970817435606, 0.6411355311642954], [0.2806970817435606, 0.6411355311642954], [0.38069708174356065, 0.6411355311642954], [0.48069708174356063, 0.6411355311642954], [0.5606970817435606, 0.6711355311642955], [0.6546970817435607, 0.6951355311642955]]"
3,agent_1,-1.8500717160113265,1,11,0.74576,0.8834711100154948,1.1846587508253257,0,0,0,1,0.09090909090909091,11,11,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0,1,ppo,0,0,2,"[-0.08047844192218045, 0.8726561459361835]","[[-0.08047844192218045, 0.8726561459361835], [-0.08047844192218045, 0.8726561459361835], [-0.05047844192218045, 0.8726561459361835], [0.0035215580778195574, 0.8726561459361835], [0.07672155807781958, 0.8726561459361835], [0.1652815580778196, 0.8726561459361835], [0.2652815580778196, 0.8726561459361835], [0.3652815580778196, 0.8726561459361835], [0.46528155807781957, 0.8726561459361835], [0.5652815580778195, 0.8726561459361835], [0.6652815580778195, 0.8726561459361835]]"
4,agent_0,-23.598621057201903,1,26,2.1384701044569265,2.257516791567574,1.0556690911238527,0,0,0,1,0.038461538461538464,26,26,1.0,1.0,1.0,0,1,1,0,1,0,0.0,0,1,ppo,0,0,2,"[-0.6163180448425862, -0.9579605399618123]","[[-0.6163180448425862, -0.9579605399618123], [-0.6163180448425862, -0.9579605399618123], [-0.6163180448425862, -0.9279605399618123], [-0.6163180448425862, -0.8739605399618122], [-0.6163180448425862, -0.8007605399618122], [-0.5863180448425862, -0.7422005399618121], [-0.5623180448425862, -0.6653525399618121], [-0.5131180448425862, -0.603874139961812], [-0.44375804484258613, -0.554691419961812], [-0.3882700448425861, -0.485345243961812], [-0.31387964484258607, -0.42986830316181196], [-0.25436732484258606, -0.35548675052181195], [-0.17675746884258603, -0.2959815084098119], [-0.11466958404258601, -0.21837731472021188], [-0.035790800976049336, -0.1569107581065358], [0.026536725815528267, -0.07871050616291878], [0.07396286496459145, 0.009327902076972164], [0.141903776283842, 0.07975862866888492], [0.19517641533619426, 0.16438738222462265], [0.26779452657807606, 0.23209038506921284], [0.3246019133566064, 0.3143881420702057], [0.39994709872078427, 0.3801384503769938], [0.45889419246574736, 0.46091740889356875], [0.5355572215384401, 0.5251262865772619], [0.5957486850642034, 0.6049823302973631], [0.6731728922968327, 0.6682712877417615]]"
4,agent_1,-3.6085581224674956,1,14,1.0057229728816093,1.0994842152523023,1.0932277027560058,0,0,0,1,0.07142857142857142,14,14,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0,1,ppo,0,0,2,"[0.5105745112046196, -0.26070656923794244]","[[0.5105745112046196, -0.26070656923794244], [0.5105745112046196, -0.26070656923794244], [0.5105745112046196, -0.23070656923794244], [0.5105745112046196, -0.17670656923794242], [0.5105745112046196, -0.10350656923794241], [0.5105745112046196, -0.014946569237942381], [0.5105745112046196, 0.08505343076205762], [0.5105745112046196, 0.18505343076205763], [0.5105745112046196, 0.28505343076205764], [0.5405745112046196, 0.36505343076205765], [0.5645745112046197, 0.4590534307620577], [0.6137745112046197, 0.5342534307620577], [0.6831345112046197, 0.5944134307620577], [0.7386225112046196, 0.6725414307620576]]"
5,agent_0,-2.6777957696332058,1,13,0.918080287457872,1.0262779668766193,1.1178520886428598,0,0,0,1,0.07692307692307693,13,13,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0,1,ppo,0,0,2,"[0.6671267763209741, -0.2176400010443531]","[[0.6671267763209741, -0.2176400010443531], [0.6671267763209741, -0.2176400010443531], [0.6671267763209741, -0.1876400010443531], [0.6671267763209741, -0.13364000104435309], [0.6671267763209741, -0.06044000104435307], [0.6671267763209741, 0.028119998955646958], [0.6671267763209741, 0.12811999895564696], [0.6671267763209741, 0.22811999895564697], [0.6671267763209741, 0.328119998955647], [0.6671267763209741, 0.428119998955647], [0.6971267763209741, 0.5081199989556471], [0.7211267763209741, 0.6021199989556472], [0.7703267763209741, 0.6773199989556472]]"
5,agent_1,-13.40466242291974,1,22,1.8089618020741969,1.8257828469127568,1.009298728596299,0,1,1,1,0.045454545454545456,22,22,1.0,1.0,1.0,0,0,1,0,1,0,0.0,0,1,ppo,0,0,2,"[-0.768008233209958, -0.1353251758969376]","[[-0.768008233209958, -0.1353251758969376], [-0.768008233209958, -0.1353251758969376], [-0.738008233209958, -0.1353251758969376], [-0.684008233209958, -0.1353251758969376], [-0.6108082332099579, -0.1353251758969376], [-0.5222482332099578, -0.1353251758969376], [-0.42224823320995786, -0.1353251758969376], [-0.34224823320995784, -0.1053251758969376], [-0.2482482332099578, -0.0813251758969376], [-0.17304823320995777, -0.03212517589693758], [-0.08288823320995774, 0.007234824103062434], [-0.010760233209957712, 0.06872282410306245], [0.07645768065611974, 0.11764148619483983], [0.1462320117489817, 0.1867764158682617], [0.23028819367818126, 0.2409479792524332], [0.2975331392215409, 0.3142852299597704], [0.3794505298301591, 0.3716397512800209], [0.44481140939217845, 0.4473230084963908], [0.5253577241826977, 0.5065875946644102], [0.5893335727279219, 0.5834451954786337], [0.6690496090292275, 0.6438219588599954], [0.7322000484912689, 0.7213591885999793]]"
6,agent_0,-6.737026560938703,1,17,1.2783380353276157,1.3480687144529981,1.0545479186242877,0,1,1,1,0.058823529411764705,17,17,1.0,1.0,1.0,0,6,7,0,1,0,0.0,0,1,ppo,0,0,2,"[0.188288489914334, -0.40129025939432017]","[[0.188288489914334, -0.40129025939432017], [0.188288489914334, -0.40129025939432017], [0.188288489914334, -0.37129025939432014], [0.188288489914334, -0.31729025939432015], [0.188288489914334, -0.24409025939432014], [0.188288489914334, -0.1555302593943201], [0.218288489914334, -0.08468225939432009], [0.242288489914334, 0.001996140605679944], [0.291488489914334, 0.07133886060567997], [0.330848489914334, 0.15681303660568], [0.392336489914334, 0.22519237740568002], [0.44152688991433403, 0.30989585004568004], [0.510879209914334, 0.3776586281576801], [0.5658964866479738, 0.4611637133969283], [0.6399103080348856, 0.5279677815883269], [0.6977806299045008, 0.6095216033669972], [0.773781908162996, 0.6745124158182569]]"
6,agent_1,-5.2655148685390945,1,15,1.1094618772378417,1.2461266447435808,1.1231811297977943,0,0,0,1,0.06666666666666667,15,15,1.0,1.0,1.0,0,5,5,0,1,0,0.0,0,1,ppo,0,0,2,"[0.40947402514995446, -0.38335162893677377]","[[0.40947402514995446, -0.38335162893677377], [0.40947402514995446, -0.38335162893677377], [0.40947402514995446, -0.35335162893677374], [0.40947402514995446, -0.29935162893677375], [0.40947402514995446, -0.22615162893677374], [0.40947402514995446, -0.1375916289367737], [0.40947402514995446, -0.0375916289367737], [0.40947402514995446, 0.0624083710632263], [0.4394740251499545, 0.14240837106322632], [0.4634740251499545, 0.23640837106322635], [0.5126740251499545, 0.31160837106322636], [0.5520340251499546, 0.4017683710632264], [0.6135220251499546, 0.4738963710632264], [0.662440687241732, 0.5611142849293038], [0.7315756169151539, 0.6308886160221658]]"
