episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions_obstacle,collisions_agent,total_collisions,stationary_steps,congestion_ratio,discovery_steps,info_sharing_steps,communication_efficiency,group_success_rate,coordination_index,bottleneck_time,near_miss_events,safety_violations,risk_exposure_time,time_to_first_movement,exploration_time,exploration_ratio,waiting_time,scenario_id,algorithm,num_obstacles,num_exits,num_agents,initial_position,trajectory
1,agent_0,-40.197936993228936,1,26,2.1325799903020553,1.7628347062663507,0.8266206727451596,6,6,12,1,0.038461538461538464,26,26,1.0,1.0,0.9998002669353336,5,3,15,5,1,0,0.0,0,3,dqn,3,0,6,"[0.7711512979884456, -0.7994184138774848]","[[0.7711512979884456, -0.7994184138774848], [0.7711512979884456, -0.7994184138774848], [0.7711512979884456, -0.7694184138774848], [0.7711512979884456, -0.7154184138774847], [0.7711512979884456, -0.6422184138774847], [0.7711512979884456, -0.5536584138774847], [0.7711512979884456, -0.45365841387748473], [0.7711512979884456, -0.35365841387748476], [0.7711512979884456, -0.2536584138774848], [0.7411512979884456, -0.17365841387748476], [0.6871512979884455, -0.10965841387748475], [0.6139512979884455, -0.05845841387748473], [0.5253912979884454, -0.017498413877484714], [0.43028578451591853, 0.013403710760264788], [0.3329419975197996, 0.03629884415699823], [0.23505643618626454, 0.056754085109349484], [0.13640846467013656, 0.07314242595744047], [0.03712579801326965, 0.08509868379597209], [-0.062494346520096056, 0.09380654249667034], [-0.1622933081104363, 0.10014430751990973], [-0.26218693927495584, 0.10475543024294867], [-0.3421018442065715, 0.07844432842137981], [-0.43603376815186407, 0.05739544696412473], [-0.5347500229023805, 0.04142356391824864], [-0.634032061298797, 0.02946209026938413], [-0.6834576920159302, 0.019892911350292516]]"
1,agent_1,-15.521289445204024,1,19,1.5018403151350712,1.3000512005283142,0.8656387682677111,0,4,4,1,0.05263157894736842,19,19,1.0,1.0,0.9998002669353336,2,20,24,2,1,0,0.0,0,3,dqn,3,0,6,"[0.17259748023207933, 0.8626628921202775]","[[0.17259748023207933, 0.8626628921202775], [0.17259748023207933, 0.8626628921202775], [0.17259748023207933, 0.8326628921202774], [0.17259748023207933, 0.7786628921202774], [0.17259748023207933, 0.7054628921202774], [0.17259748023207933, 0.6169028921202773], [0.17259748023207933, 0.5169028921202773], [0.17259748023207933, 0.4169028921202773], [0.17259748023207933, 0.31690289212027734], [0.14259748023207933, 0.23690289212027732], [0.08859748023207932, 0.17290289212027732], [0.015397480232079305, 0.1217028921202773], [-0.07316251976792072, 0.08074289212027727], [-0.16826803324044762, 0.04984076748252777], [-0.26565851499427096, 0.02714508366911952], [-0.36427242749671307, 0.010553029517788751], [-0.4635376463810978, -0.0015472316296076469], [-0.5631485406792262, -0.010360275208706327], [-0.6629426035103525, -0.01677471389476509]]"
1,agent_2,-33.899672683347205,1,21,1.6203291711661258,1.6328890688658253,1.0077514482385455,7,6,13,1,0.047619047619047616,21,21,1.0,1.0,0.9998002669353336,5,6,19,5,1,0,0.0,0,3,dqn,3,0,6,"[0.8000105481291465, -0.32602600678008725]","[[0.8000105481291465, -0.32602600678008725], [0.8000105481291465, -0.32602600678008725], [0.8000105481291465, -0.2960260067800872], [0.8000105481291465, -0.24202600678008723], [0.7700105481291465, -0.19882600678008722], [0.7160105481291464, -0.1642660067800872], [0.6428105481291464, -0.1366180067800872], [0.5542505481291464, -0.11449960678008719], [0.45575519284163624, -0.09721768018647094], [0.35655297578911976, -0.08461132734889702], [0.256784976868182, -0.07780350895298187], [0.15679935033664633, -0.0761080777110063], [0.056804032975462465, -0.07514034539464878], [-0.043193490238208315, -0.07443653353671201], [-0.14319218019723487, -0.07392466785268849], [-0.24319148728153808, -0.0735524009333612], [-0.34319112078026437, -0.07328166098356927], [-0.44319092692823653, -0.07308475905876555], [-0.5431908243949005, -0.07294155760384735], [-0.643184227467322, -0.0717929314696086], [-0.6932655476385023, -0.07066303616430628]]"
1,agent_3,-13.39778689758637,1,18,1.352026738335872,1.19466866852993,0.8836131968812801,0,5,5,1,0.05555555555555555,18,18,1.0,1.0,0.9998002669353336,2,23,28,2,1,0,0.0,0,3,dqn,3,0,6,"[0.12731339547641193, 0.7532085329688473]","[[0.12731339547641193, 0.7532085329688473], [0.12731339547641193, 0.7532085329688473], [0.12731339547641193, 0.7232085329688472], [0.12731339547641193, 0.6692085329688472], [0.12731339547641193, 0.5960085329688471], [0.12731339547641193, 0.5074485329688472], [0.12731339547641193, 0.4074485329688472], [0.12731339547641193, 0.3074485329688472], [0.09731339547641193, 0.2274485329688472], [0.04331339547641193, 0.1634485329688472], [-0.029886604523588087, 0.11224853296884718], [-0.11844660452358811, 0.07128853296884716], [-0.213552117996115, 0.040386408331097655], [-0.3109425997499384, 0.017690724517689407], [-0.4095565122523805, 0.0010986703663586374], [-0.5088217311367652, -0.01100159078103776], [-0.6084326254348936, -0.01981463436013644], [-0.6581213408733964, -0.026865069223415382]]"
1,agent_4,-11.678389361641967,1,17,1.2027878670445893,1.1263510799415137,0.9364503174687895,0,4,4,1,0.058823529411764705,17,17,1.0,1.0,0.9998002669353336,3,10,14,3,1,0,0.0,0,3,dqn,3,0,6,"[0.16855912896251526, 0.5749434485136672]","[[0.16855912896251526, 0.5749434485136672], [0.16855912896251526, 0.5749434485136672], [0.16855912896251526, 0.5449434485136672], [0.16855912896251526, 0.49094344851366717], [0.16855912896251526, 0.4177434485136672], [0.16855912896251526, 0.32918344851366715], [0.13855912896251527, 0.25833544851366713], [0.08455912896251526, 0.20165704851366711], [0.011359128962515244, 0.1563143285136671], [-0.07720087103748478, 0.12004015251366709], [-0.17330133571498552, 0.09238693048135355], [-0.2712256690975781, 0.07211811375282043], [-0.37012410229514625, 0.05731608986869733], [-0.4695404179059863, 0.04652738325641778], [-0.569231401410019, 0.038671951505160104], [-0.6189841882132453, 0.03238760610415396], [-0.6887507878045076, 0.028960899946217877]]"
1,agent_5,-17.178320924761607,1,17,1.1113536245675668,0.9427697322534837,0.8483076056195166,4,4,8,1,0.058823529411764705,17,17,1.0,1.0,0.9998002669353336,4,5,13,4,1,0,0.0,0,3,dqn,3,0,6,"[-0.2406643296517382, 0.7589192156806718]","[[-0.2406643296517382, 0.7589192156806718], [-0.2406643296517382, 0.7589192156806718], [-0.2406643296517382, 0.7289192156806718], [-0.2406643296517382, 0.6749192156806717], [-0.2406643296517382, 0.6017192156806717], [-0.2406643296517382, 0.5131592156806717], [-0.2406643296517382, 0.4131592156806717], [-0.2406643296517382, 0.31315921568067173], [-0.24018176842001743, 0.21316038001416188], [-0.26778712752784894, 0.13328757517061546], [-0.31881247158443643, 0.0689510556180199], [-0.38952100003098755, 0.017379599231211282], [-0.4760878227882285, -0.023877565878235613], [-0.5453412809940212, -0.026883297965793123], [-0.5707440475586554, -0.029287883635839132], [-0.6210662608103628, -0.03121155217187594], [-0.6913596612630474, -0.03435125716357421]]"
2,agent_0,-35.48051423448198,1,20,1.553518442294536,1.4274640373479321,0.9188587650363375,9,1,10,1,0.05,20,20,1.0,1.0,0.9994477607637994,2,7,17,2,1,0,0.0,0,3,dqn,3,0,6,"[0.36118736041731064, -0.8302394184382824]","[[0.36118736041731064, -0.8302394184382824], [0.36118736041731064, -0.8302394184382824], [0.36118736041731064, -0.8002394184382824], [0.36118736041731064, -0.7462394184382823], [0.36093938286047084, -0.6739993120277401], [0.35940894405622553, -0.5895101810186215], [0.3526823789294215, -0.49529950258902655], [0.3451974448839364, -0.3955800172196428], [0.30901609089634113, -0.3151721038000608], [0.25007100770626495, -0.25084577306439515], [0.17291494115420397, -0.19938470847586265], [0.08168288371492821, -0.15843703826867392], [-0.013612373855263968, -0.12812509533143], [-0.11110480002068557, -0.10587140259562057], [-0.2097730829352925, -0.089605796345527], [-0.30906718639060515, -0.07774489338640685], [-0.4086933940551676, -0.06910667908150045], [-0.5084955664920063, -0.06281967845421313], [-0.6083566034723649, -0.05754964114813482], [-0.6583138307161727, -0.05305628124475608]]"
2,agent_1,-9.709602432977126,1,16,0.9730602091295336,0.8366266482802379,0.8597891892308036,1,5,6,1,0.0625,16,16,1.0,1.0,0.9994477607637994,3,2,8,3,1,0,0.0,0,3,dqn,3,0,6,"[-0.19410751513505245, -0.5769215244700132]","[[-0.19410751513505245, -0.5769215244700132], [-0.19410751513505245, -0.5769215244700132], [-0.19410751513505245, -0.5469215244700132], [-0.19410751513505245, -0.4929215244700132], [-0.19410751513505245, -0.4197215244700132], [-0.19410751513505245, -0.3311615244700132], [-0.19410751513505245, -0.23116152447001317], [-0.22410751513505245, -0.15116152447001316], [-0.27810751513505244, -0.08716152447001314], [-0.35130751513505243, -0.03596152447001313], [-0.43986751513505246, 0.00499847552998689], [-0.5349730286075793, 0.03590060016773639], [-0.5810574393856008, 0.06062229987793599], [-0.6179249680080181, 0.05039965964609567], [-0.6774066465172348, 0.04217868610830086], [-0.6970057615176055, 0.03577858879938561]]"
2,agent_2,-13.110184889918868,1,16,1.1096502352072273,1.1496526301667822,1.0360495529945835,1,16,17,1,0.0625,16,16,1.0,1.0,0.9994477607637994,3,3,20,3,1,0,0.0,0,3,dqn,3,0,6,"[0.299568354265788, 0.33563462924231624]","[[0.299568354265788, 0.33563462924231624], [0.299568354265788, 0.33563462924231624], [0.299568354265788, 0.3056346292423162], [0.299568354265788, 0.2516346292423162], [0.26956835426578796, 0.2084346292423162], [0.2123835259202801, 0.17478354053679407], [0.13270003234811772, 0.1470587269618186], [0.035880320941910904, 0.12229449800158947], [-0.0620992642559854, 0.10229447589039725], [-0.16077962560421738, 0.08610230851903027], [-0.25988447248888114, 0.07275205294217493], [-0.3592708451766054, 0.061690908156178725], [-0.4588623413170191, 0.05266129595442978], [-0.5585830895047279, 0.04519320510846618], [-0.6096930730304059, 0.03814399134332817], [-0.6801818557250752, 0.031465579700171234]]"
2,agent_3,-14.610798138104478,1,18,1.3213298225557115,1.0990027489649452,0.8317399109627738,1,11,12,1,0.05555555555555555,18,18,1.0,1.0,0.9994477607637994,2,3,15,2,1,0,0.0,0,3,dqn,3,0,6,"[0.0901853387083288, -0.6444975601049581]","[[0.0901853387083288, -0.6444975601049581], [0.0901853387083288, -0.6444975601049581], [0.0901853387083288, -0.614497560104958], [0.0901853387083288, -0.560497560104958], [0.0901853387083288, -0.48729756010495795], [0.0901853387083288, -0.3987375601049579], [0.0901853387083288, -0.2987375601049579], [0.0901853387083288, -0.19873756010495788], [0.060185338708328796, -0.11873756010495787], [0.00618533870832879, -0.05473756010495785], [-0.06701466129167122, -0.003537560104957836], [-0.15557466129167125, 0.03742243989504218], [-0.2506801747641981, 0.06832456453279168], [-0.32676458554221965, 0.06304626424299127], [-0.4176881401338758, 0.058725268874618715], [-0.5175953028050879, 0.05441727084908901], [-0.6174848608520236, 0.0497187398884717], [-0.669431366492177, 0.04462081286824953]]"
