episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions,stationary_steps,congestion_ratio,scenario_id,algorithm,num_obstacles,num_exits,num_agents,trajectory
1,agent_0,133.75286477020316,1,20,2.530008,0.8,0.3162045240393482,0,3,0.15,3,ppo,40,2,6,"[[0.0, 0.0], [-0.0, 0.30000001192092896], [-0.0, 0.5249999761581421], [-1.401298464324817e-45, 0.6937500238418579], [-1.401298464324817e-45, 0.8203125], [-1.401298464324817e-45, 0.915234386920929], [-1.401298464324817e-45, 0.9864257574081421], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 0.75], [-1.401298464324817e-45, 0.862500011920929], [-1.401298464324817e-45, 0.9468749761581421], [-0.0, 0.710156261920929], [8.477702873949564e-30, 0.5326172113418579], [8.087626434446354e-15, 0.39946287870407104], [1.938508208121359e-11, 0.2995971739292145], [1.457542767036024e-11, 0.22469787299633026], [1.5146141285615755e-11, 0.46852341294288635], [3.194077294321751e-11, 0.35139256715774536]]"
1,agent_1,102.6209950606139,1,20,2.9237225,0.8,0.2736237787533064,2,2,0.1,3,ppo,40,2,6,"[[0.0, 0.0], [0.0, 0.30000001192092896], [0.0, 0.5249999761581421], [0.0, 0.6937500238418579], [0.0, 0.8203125], [0.0, 0.915234386920929], [0.0, 0.9864257574081421], [0.0, 1.0], [-9.80908925027372e-45, 1.0], [-7.448292895771185e-22, 1.0], [-2.1935616205511556e-16, 0.75], [-1.6451711823261422e-16, 0.5625], [-1.2338784529190557e-16, 0.721875011920929], [-9.254087735148427e-17, 0.8414062261581421], [-6.940826197818152e-17, 0.631054699420929], [-7.176144126664014e-16, 0.7732909917831421], [-5.382119874049933e-16, 0.579968273639679], [-1.1627520269590162e-14, 0.434976190328598], [-1.4669428866076473e-11, 0.3262321352958679], [0.30000001192092896, 0.24467411637306213], [0.22499999403953552, 0.183505579829216]]"
1,agent_2,98.61503552047648,1,20,5.295513,0.8,0.15107128938680453,6,0,0.0,3,ppo,40,2,6,"[[0.0, 0.0], [-0.30000001192092896, -0.0], [-0.5249999761581421, -0.0], [-0.6937500238418579, -4.995855008797679e-35], [-0.8203125, -6.869790018189643e-22], [-0.915234386920929, -5.152344154472915e-22], [-0.9864257574081421, -3.8642579896369415e-22], [-1.0, -2.787208651472162e-22], [-0.75, 0.30000001192092896], [-0.5625, 0.5249999761581421], [-0.421875, 0.6937500238418579], [-0.31640625, 0.8203125], [-0.2373046875, 0.915234386920929], [-0.17756065726280212, 0.9841098785400391], [-0.1272423416376114, 0.9918716549873352], [0.20581680536270142, 0.33684778213500977], [0.41877031326293945, -0.34702903032302856], [0.6967480182647705, -0.7173159718513489], [0.8224238157272339, -0.568875253200531], [0.6168178915977478, -0.1266564279794693], [0.46261340379714966, 0.2050076723098755]]"
1,agent_3,99.09126182902888,1,20,3.3413124,0.8,0.23942687848568053,7,3,0.15,3,ppo,40,2,6,"[[0.0, 0.0], [-0.30000001192092896, -0.0], [-0.5249999761581421, -0.0], [-0.6937500238418579, -0.0], [-0.8203125, -0.0], [-0.915234386920929, -0.0], [-0.9864257574081421, -0.0], [-1.0, -0.0], [-1.0, -0.0], [-1.0, -0.0], [-1.0, -3.356196590458848e-37], [-0.75, 0.30000001192092896], [-0.5625, 0.5249999761581421], [-0.421875, 0.6937500238418579], [-0.31640625, 0.8203125], [-0.2373046875, 0.915234386920929], [-0.17756065726280212, 0.9841098785400391], [-0.1272423416376114, 0.9918716549873352], [-0.16152627766132355, 0.6691134572029114], [-0.454419881105423, 0.7814702391624451], [-0.7859927415847778, 0.61823570728302]]"
1,agent_4,93.37419810723803,1,20,3.813297,0.8,0.2097922068519276,86,0,0.0,3,ppo,40,2,6,"[[0.0, 0.0], [0.0, 0.30000001192092896], [0.0, 0.5249999761581421], [1.401298464324817e-45, 0.6937500238418579], [1.401298464324817e-45, 0.8203125], [1.401298464324817e-45, 0.615234375], [1.401298464324817e-45, 0.46142578125], [1.401298464324817e-45, 0.3460693359375], [1.401298464324817e-45, 0.259552001953125], [0.0, 0.19466400146484375], [0.0, 0.1459980010986328], [0.0, 0.10949625074863434], [0.0, 0.020095929503440857], [0.0, 0.1435696929693222], [-3.0257396613185347e-17, -0.0839209035038948], [-0.3012482523918152, 0.30894556641578674], [-0.2975447177886963, -0.011772297322750092], [-0.37322092056274414, -0.2303483486175537], [-0.3992984890937805, 0.1453249156475067], [-0.38932937383651733, 0.03479473292827606], [-0.2919970154762268, 0.3260960578918457]]"
1,agent_5,97.44739839767519,1,20,4.3123546,0.8,0.1855135026592654,5,0,0.0,3,ppo,40,2,6,"[[0.0, 0.0], [-0.0, 0.30000001192092896], [-0.0, 0.5249999761581421], [-2.8309846006473265e-34, 0.6937500238418579], [-9.784246098859534e-22, 0.8203125], [-7.33818507901563e-22, 0.615234375], [-5.503638935479467e-22, 0.46142578125], [-4.1277292016096003e-22, 0.3460693359375], [-3.0957969012072003e-22, 0.259552001953125], [-0.30000001192092896, 0.19466400146484375], [-0.22499999403953552, 0.44599801301956177], [-0.16875003278255463, 0.6344982981681824], [-0.22251522541046143, 0.5313324928283691], [-0.6668044924736023, 0.1915585845708847], [-0.9722469449043274, 0.23395709693431854], [-0.9882947206497192, 0.15255676209926605], [-0.741221010684967, 0.414417564868927], [-0.5559157729148865, 0.6108132004737854], [-0.41693684458732605, 0.7581098675727844], [-0.31270262598991394, 0.8685824275016785], [-0.23452696204185486, 0.9514368176460266]]"
2,agent_0,133.75286477020316,1,20,2.530008,0.8,0.3162045240393482,0,3,0.15,3,ppo,40,2,6,"[[0.0, 0.0], [-0.0, 0.30000001192092896], [-0.0, 0.5249999761581421], [-1.401298464324817e-45, 0.6937500238418579], [-1.401298464324817e-45, 0.8203125], [-1.401298464324817e-45, 0.915234386920929], [-1.401298464324817e-45, 0.9864257574081421], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 1.0], [-1.401298464324817e-45, 0.75], [-1.401298464324817e-45, 0.862500011920929], [-1.401298464324817e-45, 0.9468749761581421], [-0.0, 0.710156261920929], [8.477702873949564e-30, 0.5326172113418579], [8.087626434446354e-15, 0.39946287870407104], [1.938508208121359e-11, 0.2995971739292145], [1.457542767036024e-11, 0.22469787299633026], [1.5146141285615755e-11, 0.46852341294288635], [3.194077294321751e-11, 0.35139256715774536]]"
2,agent_1,102.6209950606139,1,20,2.9237225,0.8,0.2736237787533064,2,2,0.1,3,ppo,40,2,6,"[[0.0, 0.0], [0.0, 0.30000001192092896], [0.0, 0.5249999761581421], [0.0, 0.6937500238418579], [0.0, 0.8203125], [0.0, 0.915234386920929], [0.0, 0.9864257574081421], [0.0, 1.0], [-9.80908925027372e-45, 1.0], [-7.448292895771185e-22, 1.0], [-2.1935616205511556e-16, 0.75], [-1.6451711823261422e-16, 0.5625], [-1.2338784529190557e-16, 0.721875011920929], [-9.254087735148427e-17, 0.8414062261581421], [-6.940826197818152e-17, 0.631054699420929], [-7.176144126664014e-16, 0.7732909917831421], [-5.382119874049933e-16, 0.579968273639679], [-1.1627520269590162e-14, 0.434976190328598], [-1.4669428866076473e-11, 0.3262321352958679], [0.30000001192092896, 0.24467411637306213], [0.22499999403953552, 0.183505579829216]]"
2,agent_2,98.61503552047648,1,20,5.295513,0.8,0.15107128938680453,6,0,0.0,3,ppo,40,2,6,"[[0.0, 0.0], [-0.30000001192092896, -0.0], [-0.5249999761581421, -0.0], [-0.6937500238418579, -4.995855008797679e-35], [-0.8203125, -6.869790018189643e-22], [-0.915234386920929, -5.152344154472915e-22], [-0.9864257574081421, -3.8642579896369415e-22], [-1.0, -2.787208651472162e-22], [-0.75, 0.30000001192092896], [-0.5625, 0.5249999761581421], [-0.421875, 0.6937500238418579], [-0.31640625, 0.8203125], [-0.2373046875, 0.915234386920929], [-0.17756065726280212, 0.9841098785400391], [-0.1272423416376114, 0.9918716549873352], [0.20581680536270142, 0.33684778213500977], [0.41877031326293945, -0.34702903032302856], [0.6967480182647705, -0.7173159718513489], [0.8224238157272339, -0.568875253200531], [0.6168178915977478, -0.1266564279794693], [0.46261340379714966, 0.2050076723098755]]"
2,agent_3,99.09126182902888,1,20,3.3413124,0.8,0.23942687848568053,7,3,0.15,3,ppo,40,2,6,"[[0.0, 0.0], [-0.30000001192092896, -0.0], [-0.5249999761581421, -0.0], [-0.6937500238418579, -0.0], [-0.8203125, -0.0], [-0.915234386920929, -0.0], [-0.9864257574081421, -0.0], [-1.0, -0.0], [-1.0, -0.0], [-1.0, -0.0], [-1.0, -3.356196590458848e-37], [-0.75, 0.30000001192092896], [-0.5625, 0.5249999761581421], [-0.421875, 0.6937500238418579], [-0.31640625, 0.8203125], [-0.2373046875, 0.915234386920929], [-0.17756065726280212, 0.9841098785400391], [-0.1272423416376114, 0.9918716549873352], [-0.16152627766132355, 0.6691134572029114], [-0.454419881105423, 0.7814702391624451], [-0.7859927415847778, 0.61823570728302]]"
